movie_title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Arnolds Park ,Color,Gene Teigland,,103.0,0.0,20.0,Matthew Feeney,23.0,23616.0,Mystery|Thriller,Kendyl Joi,94,85,Tac Fitzgerald,4.0,,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,4.0,English,USA,PG-13,600000.0,2007.0,20.0,1.78,11,5.6
The Terminal ,Color,Steven Spielberg,151.0,128.0,14000.0,232.0,Chi McBride,15000.0,77032279.0,Comedy|Drama,Tom Hanks,303864,16199,Barry Shabaka Henley,0.0,airport|construction site|fish out of water|flight attendant|man without a country,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,596.0,English,USA,PG-13,60000000.0,2004.0,466.0,1.85,16000,7.3
My Boss's Daughter ,Color,David Zucker,56.0,90.0,119.0,636.0,Tyler Labine,869.0,15549702.0,Comedy|Romance,Carmen Electra,24038,3007,Molly Shannon,2.0,boss' daughter|crush|house sitter|housesitting|love interest,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123.0,English,USA,PG-13,14000000.0,2003.0,779.0,1.85,411,4.6
Breakin' All the Rules ,Color,Daniel Taplitz,39.0,85.0,2.0,127.0,Tate Taylor,911.0,11827301.0,Comedy|Romance,Jennifer Esposito,4247,1345,Patrick Cranshaw,1.0,female to male foot in crotch|lingerie slip|love|mistaken identity|writer,http://www.imdb.com/title/tt0349169/?ref_=fn_tt_tt_1,26.0,English,USA,PG-13,,2004.0,150.0,2.35,266,5.5
Renaissance Man ,Color,Penny Marshall,12.0,128.0,545.0,353.0,Cliff Robertson,783.0,24332324.0,Comedy|Drama,Ed Begley Jr.,13830,3126,Lillo Brancato,1.0,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61.0,English,USA,PG-13,40000000.0,1994.0,754.0,1.85,680,6.1
The Faculty ,Color,Robert Rodriguez,154.0,104.0,0.0,1000.0,Salma Hayek,4000.0,40064955.0,Horror|Mystery|Sci-Fi,Jordana Brewster,92074,12170,Clea DuVall,1.0,alien|high school|ohio|photographer|water,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,502.0,English,USA,R,15000000.0,1998.0,4000.0,1.85,0,6.4
Strangers with Candy             ,Color,,8.0,22.0,,344.0,Amy Sedaris,459.0,,Comedy,Stephen Colbert,4181,1359,Maria Thayer,3.0,alternative comedy|female protagonist|high school|social satire|three word title,http://www.imdb.com/title/tt0194624/?ref_=fn_tt_tt_1,62.0,English,USA,TV-14,,,396.0,4.0,558,8.1
B-Girl ,Color,Emily Dell,8.0,88.0,0.0,311.0,Wesley Jonathan,618.0,,Drama|Music|Romance,Aimee Garcia,551,2476,Drew Sidora,0.0,brooklyn new york city|los angeles california|teacher|trauma|violence,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,10.0,English,USA,PG-13,,2009.0,592.0,,303,4.0
The Ridges ,,Brandon Landers,,143.0,8.0,8.0,Alana Kaniewski,720.0,,Drama|Horror|Thriller,Robbie Barnes,125,770,Brandon Landers,0.0,avatar|college|death|tron|university,http://www.imdb.com/title/tt1781935/?ref_=fn_tt_tt_1,8.0,English,USA,,17350.0,2011.0,19.0,,33,3.0
Dumb & Dumber ,Color,Peter Farrelly,84.0,113.0,137.0,481.0,Mike Starr,879.0,127175354.0,Comedy,Lauren Holly,288451,2985,Teri Garr,2.0,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,438.0,English,USA,PG-13,16000000.0,1994.0,854.0,1.85,0,7.3
Over Her Dead Body ,Color,Jeff Lowell,100.0,95.0,4.0,655.0,William Morgan Sheppard,939.0,7563670.0,Comedy|Fantasy|Romance,Stephen Root,21268,3651,Wendi McLendon-Covey,0.0,accident|diary|ghost|psychic|veterinarian,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,53.0,English,USA,PG-13,10000000.0,2008.0,702.0,2.35,518,5.2
"I Love You, Don't Touch Me! ",Color,Julie Davis,5.0,86.0,12.0,117.0,Meredith Scott Lynn,238.0,33598.0,Comedy|Romance,Jack McGee,405,623,Tim DeZarn,1.0,female frontal nudity|female rear nudity|title directed by female|virgin|written and directed by cast member,http://www.imdb.com/title/tt0130019/?ref_=fn_tt_tt_1,15.0,English,USA,R,,1997.0,166.0,,97,5.4
Escape from Alcatraz ,Color,Don Siegel,53.0,112.0,152.0,459.0,Patrick McGoohan,16000.0,36500000.0,Biography|Crime|Drama,Clint Eastwood,87090,17568,Fred Ward,0.0,alcatraz|escape|inmate|island|prison,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,142.0,English,USA,PG,8000000.0,1979.0,466.0,1.85,0,7.6
She's Out of My League ,Color,Jim Field Smith,180.0,104.0,14.0,756.0,Kim Shaw,2000.0,31584722.0,Comedy|Romance,Mike Vogel,101730,5707,Geoff Stults,1.0,airport|airport security|confidence|iphone|love,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131.0,English,USA,R,20000000.0,2010.0,934.0,2.35,0,6.4
Timecop ,Color,Peter Hyams,62.0,99.0,0.0,186.0,Bruce McGill,664.0,44450000.0,Action|Crime|Sci-Fi|Thriller,Mia Sara,44394,2010,Gloria Reuben,1.0,cop|corrupt politician|future|senator|time travel,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,115.0,English,Canada,R,27000000.0,1994.0,655.0,2.35,0,5.8
Armageddon ,Color,Michael Bay,167.0,153.0,0.0,537.0,Steve Buscemi,13000.0,201573391.0,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,322395,26029,Will Patton,0.0,asteroid|astronaut|bomb|meteorite|outer space,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1171.0,English,USA,PG-13,140000000.0,1998.0,12000.0,2.35,11000,6.6
Love Actually ,Color,Richard Curtis,218.0,129.0,628.0,548.0,Liam Neeson,14000.0,59365105.0,Comedy|Drama|Romance,Colin Firth,318634,28886,Kris Marshall,9.0,aging rocker|christmas|love at first sight|minister|prime minister,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,1004.0,English,UK,R,45000000.0,2003.0,14000.0,2.35,52000,7.7
Child 44 ,Color,Daniel Espinosa,172.0,137.0,79.0,194.0,Fares Fares,27000.0,1206135.0,Crime|Drama|Thriller,Tom Hardy,40568,27666,Michael Nardone,3.0,child murderer|murder|sex|soviet union|woman slaps a man,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1,185.0,English,Czech Republic,R,50000000.0,2015.0,254.0,2.35,18000,6.4
White Fang ,Color,Randal Kleiser,10.0,107.0,116.0,25.0,Klaus Maria Brandauer,327.0,34793160.0,Adventure|Drama,Seymour Cassel,15730,552,Susan Hogan,1.0,alaska|dog|friendship|gold|yukon,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,31.0,English,USA,PG,14000000.0,1991.0,172.0,1.85,0,6.7
Ace Ventura: Pet Detective ,Color,Tom Shadyac,61.0,78.0,293.0,567.0,Udo Kier,759.0,72217000.0,Comedy,Sean Young,216486,2462,David Margulies,1.0,detective|dolphin|mascot|nudity|stupidity,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,242.0,English,USA,PG-13,12000000.0,1994.0,595.0,1.85,0,6.9
Primary Colors ,Color,Mike Nichols,117.0,143.0,0.0,210.0,Adrian Lester,509.0,38966057.0,Comedy|Drama,Maura Tierney,23940,1409,Paul Guilfoyle,0.0,campaigning|candidate|election|governor|president,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,157.0,English,France,R,65000000.0,1998.0,317.0,2.35,688,6.7
Felicia's Journey ,Color,Atom Egoyan,95.0,116.0,460.0,71.0,Elaine Cassidy,5000.0,819852.0,Drama|Thriller,Bob Hoskins,6690,5426,Gerard McSorley,0.0,caterer|catering|chef|friend|lawn mower,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,83.0,English,Canada,PG-13,,1999.0,203.0,2.35,284,7.0
The Hunt for Red October ,Color,John McTiernan,104.0,135.0,323.0,495.0,Jeffrey Jones,826.0,122012643.0,Action|Adventure|Thriller,Scott Glenn,143696,2575,Courtney B. Vance,1.0,analyst|defection|navy|soviet submarine|submarine,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,241.0,English,USA,PG,30000000.0,1990.0,692.0,2.35,0,7.6
Anonymous ,Color,Roland Emmerich,288.0,130.0,776.0,358.0,Joely Richardson,898.0,4463292.0,Drama|History|Thriller,Vanessa Redgrave,34488,2452,Rafe Spall,3.0,earl of oxford|play|queen|rebellion|shakespeare play,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,136.0,English,UK,PG-13,30000000.0,2011.0,584.0,2.35,15000,6.9
Eastern Promises ,Color,David Cronenberg,356.0,96.0,0.0,509.0,Naomi Watts,10000.0,17114882.0,Crime|Mystery|Thriller,Viggo Mortensen,189249,17211,Raza Jaffrey,1.0,male pubic hair|pubic hair|russian|sex scene|turkish bath,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,398.0,English,USA,R,25000000.0,2007.0,6000.0,1.85,0,7.7
One Direction: This Is Us ,Color,Morgan Spurlock,83.0,106.0,293.0,547.0,Zayn Malik,773.0,28873374.0,Documentary|Music,Harry Styles,22161,2787,Niall Horan,11.0,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68.0,English,USA,PG,10000000.0,2013.0,734.0,1.85,0,4.1
Perfume: The Story of a Murderer ,Color,Tom Tykwer,226.0,147.0,670.0,16.0,David Calder,177.0,2208939.0,Crime|Drama|Fantasy,Michael Smiley,190490,253,Simon Chandler,0.0,18th century|perfume|scent|sense of smell|smell,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,482.0,English,Germany,R,50000000.0,2006.0,27.0,2.35,26000,7.5
Rush ,Color,Ron Howard,393.0,123.0,2000.0,471.0,Olivia Wilde,26000.0,26903709.0,Action|Biography|Drama|Sport,Chris Hemsworth,312629,37206,Alexandra Maria Lara,0.0,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475.0,English,UK,R,38000000.0,2013.0,10000.0,2.35,83000,8.1
Oz the Great and Powerful ,Color,Sam Raimi,525.0,130.0,0.0,11000.0,Mila Kunis,44000.0,234903076.0,Adventure|Family|Fantasy,Tim Holmes,175413,73441,James Franco,4.0,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511.0,English,USA,PG,215000000.0,2013.0,15000.0,2.35,60000,6.4
Coyote Ugly ,Color,David McNally,155.0,107.0,18.0,560.0,Tyra Banks,811.0,60786269.0,Comedy|Drama|Music|Romance,Adam Garcia,90539,3106,Izabella Miko,5.0,girl in panties|lift skirt|sexual attraction|short shorts|songwriter,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,379.0,English,USA,PG-13,45000000.0,2000.0,625.0,2.35,0,5.6
Star Wars: Episode IV - A New Hope ,Color,George Lucas,282.0,125.0,0.0,504.0,Peter Cushing,11000.0,460935665.0,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,911097,13485,Kenny Baker,1.0,death star|empire|galactic war|princess|rebellion,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,1470.0,English,USA,PG,11000000.0,1977.0,1000.0,2.35,33000,8.7
The Ballad of Cable Hogue ,Color,Sam Peckinpah,31.0,121.0,541.0,242.0,Jason Robards,575.0,,Comedy|Drama|Romance|Western,Slim Pickens,6350,1970,L.Q. Jones,2.0,desert|partner|prostitute|stagecoach|water,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,62.0,English,USA,R,3716946.0,1970.0,372.0,1.85,357,7.3
Random Hearts ,Color,Sydney Pollack,96.0,133.0,521.0,970.0,Kristin Scott Thomas,11000.0,31054924.0,Drama|Mystery|Romance,Harrison Ford,17025,16710,Bill Cobbs,1.0,death|plane crash|police|police sergeant|politician,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,290.0,English,USA,R,64000000.0,1999.0,1000.0,1.85,295,5.1
There's Something About Mary ,Color,Bobby Farrelly,171.0,107.0,101.0,743.0,Lin Shaye,931.0,176483808.0,Comedy|Romance,Sarah Silverman,247289,4664,Richard Tyson,1.0,accident|curtain call|dream girl|high school|prom,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,611.0,English,USA,R,23000000.0,1998.0,852.0,1.85,0,7.1
August: Osage County ,Color,John Wells,322.0,121.0,53.0,8000.0,Meryl Streep,19000.0,37738400.0,Drama,Benedict Cumberbatch,67797,39690,Julia Roberts,3.0,based on play|incestuous relationship|pedophilia|secret|teenage daughter,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,285.0,English,USA,R,25000000.0,2013.0,11000.0,2.35,30000,7.3
Ice Age ,Color,Chris Wedge,193.0,103.0,77.0,835.0,Stephen Root,1000.0,176387405.0,Adventure|Animation|Comedy|Family,Goran Visnjic,328159,5437,Denis Leary,0.0,baby|ice|ice age|sleeping|sloth,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1,467.0,English,USA,PG,59000000.0,2002.0,939.0,1.85,3000,7.6
American Pie ,Color,Paul Weitz,145.0,95.0,80.0,1000.0,Shannon Elizabeth,3000.0,101736215.0,Comedy,Alyson Hannigan,315549,8134,Natasha Lyonne,6.0,1990s|first love|milf|prom|virginity,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,789.0,English,USA,R,11000000.0,1999.0,1000.0,1.85,0,7.0
Hang 'Em High ,Color,Ted Post,26.0,114.0,57.0,426.0,Bruce Dern,16000.0,,Western,Clint Eastwood,25472,18263,Alan Hale Jr.,3.0,imperative in title|judge|marshal|murder|vigilante,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,109.0,English,USA,M,1800000.0,1968.0,844.0,1.85,0,7.0
You Got Served ,Color,Chris Stokes,58.0,95.0,548.0,360.0,Marques Houston,389.0,40066497.0,Drama|Music,Jennifer Freeman,23671,1792,Steve Harvey,0.0,competition|dance contest|friend|money|street dancing,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,247.0,English,USA,PG-13,8000000.0,2004.0,363.0,1.85,0,3.5
The Prince of Egypt ,Color,Brenda Chapman,120.0,99.0,59.0,145.0,Aria Noelle Curzon,770.0,101217900.0,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,Martin Short,91093,1195,Eden Riegel,2.0,ancient egypt|hebrew|nudity|pharaoh|title directed by female,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,353.0,English,USA,PG,70000000.0,1998.0,263.0,1.85,0,7.0
Owning Mahowny ,Color,Richard Kwietniowski,82.0,104.0,23.0,232.0,Minnie Driver,22000.0,1011054.0,Crime|Drama|Thriller,Philip Seymour Hoffman,10585,23513,Maury Chaykin,1.0,bank|bank fraud|bank manager|gambling|toronto,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,83.0,English,Canada,R,10000000.0,2003.0,893.0,2.35,0,7.2
The Railway Man ,Color,Jonathan Teplitzky,186.0,116.0,6.0,212.0,Colin Firth,25000.0,4435083.0,Biography|Drama|Romance|War,Jeremy Irvine,27882,39463,Sam Reid,2.0,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,119.0,English,Australia,R,18000000.0,2013.0,14000.0,2.35,18000,7.1
The Act of Killing ,Color,Joshua Oppenheimer,248.0,96.0,50.0,0.0,Herman Koto,3.0,484221.0,Biography|Crime|Documentary|History,Anwar Congo,23836,6,Syamsul Arifin,1.0,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107.0,Indonesian,UK,Not Rated,1000000.0,2012.0,3.0,1.85,20000,8.2
Bad Boys II ,Color,Michael Bay,94.0,147.0,0.0,877.0,Henry Rollins,10000.0,138396624.0,Action|Comedy|Crime|Thriller,Will Smith,178126,12954,Jordi Mollà,1.0,cuba|dea|drugs|money|undercover,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,511.0,English,USA,R,130000000.0,2003.0,898.0,2.35,0,6.6
In the Land of Women ,Color,Jon Kasdan,81.0,97.0,21.0,499.0,Elena Anaya,17000.0,11043445.0,Comedy|Drama|Romance,Kristen Stewart,27689,20312,Dustin Milligan,0.0,actress|love|michigan|neighbor|writer,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,74.0,English,USA,PG-13,10000000.0,2007.0,1000.0,2.35,1000,6.5
Baby's Day Out ,Color,Patrick Read Johnson,22.0,99.0,32.0,479.0,Lara Flynn Boyle,1000.0,16671505.0,Adventure|Comedy|Crime|Drama|Family,Joe Mantegna,33186,2949,Cynthia Nixon,1.0,baby|baby boy|kidnapping|kidnapping a child|taxi,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1,78.0,English,USA,PG,50000000.0,1994.0,619.0,1.85,0,5.9
Lolita , Black and White,Stanley Kubrick,103.0,152.0,0.0,177.0,Shelley Winters,617.0,,Crime|Drama|Romance,James Mason,67822,1403,Lois Maxwell,0.0,lolita|nymphet|older man young girl relationship|professor|writer,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,207.0,English,UK,Not Rated,2000000.0,1962.0,367.0,1.66,0,7.7
Johnny English Reborn ,Color,Oliver Parker,152.0,101.0,32.0,104.0,Tim McInnerny,219.0,8129455.0,Action|Adventure|Comedy|Crime,Daniel Kaluuya,89568,661,Togo Igawa,1.0,assassin|chinese|conspiracy|gadget|premier,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142.0,English,USA,PG,45000000.0,2011.0,141.0,2.35,17000,6.3
The Green Inferno ,Color,Eli Roth,285.0,100.0,0.0,389.0,Richard Burgi,640.0,7186670.0,Adventure|Horror,Daryl Sabara,21468,2082,Magda Apanowicz,0.0,activist|amazon|color in title|rain|rain forest,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,164.0,English,USA,R,6000000.0,2013.0,550.0,2.35,12000,5.4
Dinner Rush ,Color,Bob Giraldi,39.0,99.0,34.0,120.0,Manny Perez,388.0,110000.0,Crime|Drama|Romance,Danny Aiello,4359,1156,Ajay Naidu,1.0,detective|food|gangster|police|restaurant,http://www.imdb.com/title/tt0229340/?ref_=fn_tt_tt_1,73.0,English,USA,R,,2000.0,159.0,1.85,495,7.3
Star Trek IV: The Voyage Home ,Color,Leonard Nimoy,106.0,119.0,12000.0,643.0,Nichelle Nichols,12000.0,109713132.0,Adventure|Comedy|Sci-Fi,Leonard Nimoy,61621,15449,Walter Koenig,5.0,alien probe|humpback whales|probe|time travel|whale,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219.0,English,USA,PG,25000000.0,1986.0,664.0,2.35,0,7.3
The Lion King ,Color,Roger Allers,186.0,73.0,28.0,847.0,Nathan Lane,2000.0,422783777.0,Adventure|Animation|Drama|Family|Musical,Matthew Broderick,644348,6458,Niketa Calame,0.0,king|prince|scar|uncle|unnecessary guilt,http://www.imdb.com/title/tt0110357/?ref_=fn_tt_tt_1,656.0,English,USA,G,45000000.0,1994.0,886.0,1.66,17000,8.5
Stepmom ,Color,Chris Columbus,65.0,124.0,0.0,701.0,Liam Aiken,8000.0,91030827.0,Comedy|Drama,Julia Roberts,46482,9988,Herbert Russell,2.0,attorney|cancer|custody|fashion photographer|photographer,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,252.0,English,USA,PG-13,50000000.0,1998.0,818.0,2.35,0,6.7
Desperado ,Color,Robert Rodriguez,93.0,104.0,0.0,4000.0,Steve Buscemi,16000.0,25625110.0,Action|Crime|Thriller,Quentin Tarantino,138707,33758,Salma Hayek,0.0,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,202.0,English,USA,R,7000000.0,1995.0,12000.0,1.85,0,7.2
Catwoman ,Color,Pitof,212.0,87.0,26.0,566.0,Christopher Heyerdahl,827.0,40198710.0,Action|Crime|Fantasy|Romance|Thriller,Frances Conroy,87451,3144,Alex Borstein,0.0,based on cult comic book|bechdel test passed|cat|detective|radical transformation,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1,660.0,English,USA,PG-13,100000000.0,2004.0,825.0,2.35,0,3.3
The Amityville Horror ,Color,Andrew Douglas,220.0,90.0,15.0,16000.0,Chloë Grace Moretz,87000.0,64255243.0,Drama|Horror|Mystery|Thriller,Jimmy Bennett,80903,120797,Ryan Reynolds,0.0,ghost|haunted house|murder|nightmare|priest,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,518.0,English,USA,R,19000000.0,2005.0,17000.0,2.35,0,6.0
Veronica Guerin ,Color,Joel Schumacher,106.0,98.0,541.0,71.0,David Murray,214.0,1569918.0,Biography|Crime|Drama|Thriller,Brenda Fricker,16234,409,Gerard McSorley,1.0,criminal|drug lord|gunshot|irish|journalist,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,113.0,English,Ireland,R,17000000.0,2003.0,96.0,2.35,0,6.9
The Outsiders ,Color,Francis Ford Coppola,60.0,114.0,0.0,699.0,William Smith,10000.0,25600000.0,Crime|Drama,Tom Cruise,57363,12097,Tom Waits,0.0,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,308.0,English,USA,PG-13,10000000.0,1983.0,919.0,2.35,10000,7.2
They Will Have to Kill Us First ,Color,Johanna Schwartz,22.0,105.0,0.0,0.0,Garba Touré,0.0,,Documentary,Aliou Touré,74,0,Khaira Arby,3.0,,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,2.0,French,UK,,400000.0,2015.0,0.0,,34,7.7
The Mothman Prophecies ,Color,Mark Pellington,166.0,119.0,89.0,395.0,Will Patton,650.0,35228696.0,Drama|Horror|Mystery|Thriller,Debra Messing,63677,1651,David Eigenberg,0.0,car accident|death of wife|mothman|point pleasant west virginia|urban legend,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,460.0,English,USA,PG-13,32000000.0,2002.0,537.0,2.35,0,6.5
BloodRayne ,Color,Uwe Boll,143.0,92.0,892.0,492.0,Udo Kier,783.0,1550000.0,Action|Adventure|Fantasy|Horror,Meat Loaf,30628,2930,Michael Paré,2.0,escape|half human|king|vampire|vampire hunter,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,471.0,English,USA,R,25000000.0,2005.0,595.0,2.35,937,2.9
Cruel Intentions ,Color,Roger Kumble,101.0,97.0,16.0,637.0,Sean Patrick Thomas,4000.0,38201895.0,Drama|Romance,Sarah Michelle Gellar,149222,6223,Eric Mabius,3.0,bet|revenge|seduction|virgin|wager,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,749.0,English,USA,R,10500000.0,1999.0,656.0,1.85,0,6.9
The Blue Bird , Black and White,Walter Lang,7.0,83.0,9.0,51.0,Nigel Bruce,94.0,,Drama|Family|Fantasy,Spring Byington,1047,293,Gale Sondergaard,1.0,1800s|bird|blue bird of happiness|foreign language adaptation|past,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,25.0,English,USA,Approved,,1940.0,62.0,1.37,548,6.5
The Grace Card ,Color,David G. Evans,25.0,101.0,0.0,16.0,Chris Thomas,77000.0,2428241.0,Drama,Michael Joiner,2099,77046,Michael Higgenbottom,7.0,christian film|forgiveness|hospital|pastor|police,http://www.imdb.com/title/tt1544600/?ref_=fn_tt_tt_1,26.0,English,USA,PG-13,200000.0,2010.0,21.0,,0,6.4
The Inbetweeners             ,Color,,15.0,25.0,,220.0,Belinda Stewart-Wilson,229.0,,Comedy|Romance,Simon Bird,55987,1239,James Buckley,0.0,black comedy|bully|friend|house|practical joke,http://www.imdb.com/title/tt1220617/?ref_=fn_tt_tt_1,42.0,English,UK,TV-14,,,223.0,16.0,0,8.4
War Horse , Black and White,Steven Spielberg,388.0,146.0,14000.0,979.0,Benedict Cumberbatch,25000.0,79883359.0,Drama|War,Jeremy Irvine,116159,46726,Eddie Marsan,1.0,barbed wire|british|cavalry|horse|world war one,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488.0,English,USA,PG-13,66000000.0,2011.0,19000.0,2.35,28000,7.2
The Life of David Gale ,Color,Alan Parker,141.0,130.0,317.0,256.0,Kate Winslet,18000.0,19593740.0,Crime|Drama|Thriller,Kevin Spacey,88270,32637,Matt Craven,0.0,activist|death|death row|murder|texas,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,420.0,English,USA,R,50000000.0,2003.0,14000.0,2.35,0,7.5
Rounders ,Color,John Dahl,128.0,121.0,131.0,599.0,Martin Landau,13000.0,22905674.0,Crime|Drama,Matt Damon,121676,14890,Gretchen Mol,2.0,breasts|cult film|loan shark|poker|reference to christy turlington,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,290.0,English,USA,R,12000000.0,1998.0,940.0,2.35,0,7.4
American History X , Black and White,Tony Kaye,162.0,101.0,194.0,602.0,Beverly D'Angelo,1000.0,6712241.0,Crime|Drama,Ethan Suplee,782437,3858,Stacy Keach,2.0,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,1420.0,English,USA,R,7500000.0,1998.0,816.0,1.85,35000,8.6
Hot Pursuit ,Color,Anne Fletcher,155.0,87.0,98.0,253.0,Richard T. Jones,472.0,34507079.0,Action|Comedy|Crime,Jim Gaffigan,34948,1679,Michael Mosley,2.0,danger|drug cartel|female cop|female police officer|fugitive,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,118.0,English,USA,PG-13,35000000.0,2015.0,328.0,2.35,0,5.1
The Last Exorcism ,Color,Daniel Stamm,311.0,87.0,13.0,308.0,Ashley Bell,463.0,40990055.0,Drama|Horror|Thriller,Caleb Landry Jones,41509,1958,Patrick Fabian,0.0,cult film|documentary crew|exorcism|found footage|satanic ritual,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,300.0,English,France,PG-13,1800000.0,2010.0,400.0,1.85,0,5.6
Saving Private Ryan ,Color,Steven Spielberg,219.0,169.0,14000.0,13000.0,Vin Diesel,15000.0,216119491.0,Action|Drama|War,Tom Hanks,881236,44998,Matt Damon,2.0,army|invasion|killed in action|normandy|soldier,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1,2277.0,English,USA,R,70000000.0,1998.0,14000.0,1.85,22000,8.6
Days of Thunder ,Color,Tony Scott,60.0,107.0,12000.0,695.0,Robert Duvall,10000.0,82670733.0,Action|Drama|Sport,Tom Cruise,60476,14006,Randy Quaid,0.0,driver|hot shot|racing|stock car driver|team,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,97.0,English,USA,PG-13,60000000.0,1990.0,3000.0,2.35,0,5.9
